Gender,Site,All Ages (Number of cases),Age Unknown, 0-4, 5-9,10-,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Crude Rate,ASR (World Std),ICD 10th
Male,Larynx,106,0,0,0.3,0,0,0.3,0,0.4,0.4,1.2,1.7,4.4,6.5,14,25.3,28.8,23.1,2.9,3.1,C32
Male,"Trachea,Bronchus,Lung",861,0,0,0,0,0,0.7,2.3,1.4,5.1,7.5,20,35.4,60.5,103.3,187.4,213.7,230.8,23.7,25.1,C33-C34
Male,Other Thoracic organs,22,0,0,0,0,0.3,0.7,0,0,0.7,0.4,0.4,1,3.6,2.2,2.3,0,3.1,0.6,0.6,C37-C38
Male,Bone,42,0,0.3,0.6,1.8,0.9,2,0.3,0.7,0,2,0.4,2,2.4,1.5,1.1,0,6.2,1.2,1.1,C40-C41
Male,Melanoma of Skin,11,0,0,0,0,0,0,0,0,0,0,0.4,0,1.8,2.2,3.4,1.5,0,0.3,0.3,C43
Male,Other Skin,184,0,0,0,0,0.3,0.3,0.6,1.1,0.7,2.8,4.3,6.9,8.9,19.9,41.4,37.9,63.1,5.1,5.4,C44
Male,Mesothelioma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C45
Male,Kaposi sarcoma,3,0,0,0,0,0,0,0.3,0,0,0.8,0,0,0,0,0,0,0,0.1,0.1,C46
Male,"Connective,Soft tissue",45,0,0.7,0,0.6,0,1,1.9,1.1,0.7,1.2,1.3,2.5,3,3,2.3,3,4.6,1.2,1.2,C47;C49
Male,Breast,17,0,0,0,0,0,0,0,0.4,0,0,0.9,0,0.6,1.5,3.4,6.1,6.2,0.5,0.5,C50
Male,Penis,10,0,0,0,0,0,0.3,0,0,0,0,0,0,1.2,3,2.3,0,1.5,0.3,0.3,C60
Male,Prostate,447,0,0,0,0,0,0,0,0.4,0,0,1.7,3.4,14.2,43.5,121.9,157.6,218.5,12.3,13.8,C61
Male,Testis,31,0,1.4,0,0.9,0.6,1,1,1.8,2.2,0.4,0.4,0.5,0,1.5,0,0,0,0.9,0.8,C62
Male,Other male genital,4,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.5,0,0,1.5,0.1,0.1,C63
Male,Kidney,146,0,1.4,0,0,0,0,1,0.4,2.2,4.7,8.9,3.4,13.7,12.5,27.6,21.2,21.5,4,4.1,C64
Male,Renal Pelvis,5,0,0,0,0,0,0,0,0,0,0,0.4,0,0.6,0,1.1,0,3.1,0.1,0.1,C65
Male,Ureter,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.7,1.1,0,0,0.1,0.1,C66
Male,Bladder,177,0,0,0,0,0.3,0,0,0.7,0.7,3.2,3.4,6.9,10.7,13.3,39.1,45.5,64.6,4.9,5.2,C67
Male,Other Urinary organs,2,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,1.5,0,0.1,0.1,C68
Male,Eye,11,0,1,0,0,0,0,0,0,0,0,0,0,0.6,0.7,1.1,3,4.6,0.3,0.4,C69
Male,"Brain, Nervous system",90,0,2.7,1,2.8,1.2,1.7,0.6,2.1,1.8,3.6,3,4.4,3,1.5,8,3,10.8,2.5,2.5,C70-C72
Male,Thyroid,50,0,0,0.3,0,0.6,0.7,0.3,0.7,1.5,2.4,2.6,2,2.4,3.7,10.3,1.5,4.6,1.4,1.4,C73
Male,Adrenal gland,6,0,0.7,0,0,0,0,0,0,0,0,0,0.5,0.6,0,1.1,0,1.5,0.2,0.2,C74
Male,Other Endocrine,8,0,0.3,0,0,0,0.7,0,0.4,0.4,0.8,0,0,0.6,0,0,0,0,0.2,0.2,C75
Male,Hodgkin disease,28,0,0,0.3,0,1.2,1.3,0.6,0.7,0.7,0,1.3,2.5,1.8,0,2.3,0,0,0.8,0.7,C81
Male,Non-Hodgkin lymphoma,244,0,1.4,3.2,3.1,2.1,2.7,1.6,2.5,5.9,3.6,9.4,13.8,12.5,17.7,40.2,21.2,36.9,6.7,6.8,C82-C85;C96
Male,Immunoproliferative dis.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,C88
Male,Multiple Myeloma,28,0,0,0,0,0,0,0.3,0,0.4,0,0.9,0.5,1.8,4.4,5.7,7.6,6.2,0.8,0.8,C90
Male,Lymphoid Leukaemia,86,0,7.2,3.5,2.5,1.5,1.7,1.6,0.7,0.4,1.2,0.9,1.5,2.4,3.7,6.9,4.5,3.1,2.4,2.7,C91
Male,Myeloid Leukaemia,101,0,1,0.3,0.9,1.5,3,2.9,1.1,2.9,4,2.6,4.4,4.7,3,8,16.7,7.7,2.8,2.7,C92-C94
Male,Leukaemia unspec.,30,0,3.1,1.3,0,0.3,0,0.3,0,0.4,0.4,0,1,0.6,2.2,2.3,4.5,3.1,0.8,1,C95
Male,Other & unspecified,169,0,0,1,0,0.3,0.3,1,0.7,1.5,3.6,3,4.9,16,15.5,24.1,34.9,56.9,4.6,4.8,Other
Male,All sites Total,5245,0,22,12,15,14,23,22,28,56,90,147,219,353,523,927,1005,1369,144.1,150.5,All
Female,Lip,6,0,0,0,0.3,0,0,0,0.4,0,0,0,0.5,0,0,0,2.8,1.1,0.2,0.2,C00
Female,Tongue,32,0,0,0,0,0,0,0.3,0.4,0,1.9,0.4,1,2.3,3.7,2.2,7,6.7,0.9,0.8,C01-C02
Female,Mouth,43,0,0,0.3,0.3,0,0,0,0,0,0.4,0,0.5,2.9,3,11.8,15.4,9,1.2,1.2,C03-C06
Female,Salivary glands,15,0,0,0,0.3,0.3,0.3,1,0.4,0,0.4,0.4,0.5,0,0,0,2.8,3.4,0.4,0.4,C07-C08
Female,Tonsil,9,0,0,0,0,0,0,0,0,0,0.8,0,0.5,1.2,1.5,0,1.4,1.1,0.2,0.2,C09
Female,Other Oropharynx,2,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,1.4,0,0.1,0.1,C10
Female,Nasopharynx,127,0,0,0,0,1.2,1.6,3.2,0.7,1.5,6.6,6.6,5.8,12.3,10.3,10.8,12.6,4.5,3.5,3.3,C11
Female,Hypopharynx,9,0,0,0,0,0,0,0,0,0,0,1.3,0,1.2,0,1.1,1.4,2.2,0.2,0.2,C12-C13
Female,Pharynx unspec.,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.7,1.1,0,0,0.1,0.1,C14
Female,Oesophagus,44,0,0,0,0,0,0,0,0,0,0.8,1.3,1.9,3.5,1.5,7.5,11.2,13.5,1.2,1.1,C15
Female,Stomach,184,0,0,0,0,0,0,0,1.4,1.8,3.1,6.6,9.2,10.5,12.5,21.5,36.4,58.4,5,4.7,C16
Female,Small intestine,14,0,0,0,0,0,0.3,0,0.7,0,0.4,1.3,1,1.2,0.7,0,0,2.2,0.4,0.3,C17
Female,Colon,451,0,0,0,0,0.3,1.3,1.6,0.4,2.6,7.4,13.5,21.9,32.2,38.4,64.5,88.1,121.4,12.4,11.7,C18
Female,Rectum,248,0,0,0,0,0,0.6,0.3,1.8,1.1,4.3,6.6,12.7,19.3,21.4,23.7,56,68.5,6.8,6.4,C19-C20
Female,Anus,21,0,0,0,0,0,0,0,0,0,0,0.9,0,0.6,4.4,3.2,4.2,6.7,0.6,0.6,C21
Female,Liver,135,0,0.4,0,0,0,0,0,0.4,1.5,0.8,2.6,3.4,7,14,21.5,36.4,41.6,3.7,3.6,C22
Female,Gallbladder etc.,52,0,0,0,0,0,0,0,0,0.4,0,1.7,1,2.3,7.4,8.6,18.2,11.2,1.4,1.4,C23-C24
Female,Pancreas,119,0,0,0,0,0,0,0.3,0.4,0.7,1.2,2.2,8.3,7,11.8,18.3,18.2,36,3.3,3.1,C25
Female,"Nose, sinuses etc.",3,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,1.1,0.1,0.1,C30-C31
Female,Larynx,10,0,0,0,0,0,0,0,0,0.7,0,0,1,1.2,0.7,0,2.8,1.1,0.3,0.2,C32
Female,"Trachea,Bronchus,Lung",341,0,0,0,0,0,0,0.6,0.4,2.9,3.5,10,17,31,34.7,52.7,54.6,84.3,9.3,8.9,C33-C34
Female,Other Thoracic organs,27,0,0,0.3,0,0,0,0,0.7,0,0.4,0.9,0.5,2.9,2.2,5.4,2.8,5.6,0.7,0.7,C37-C38
Female,Bone,31,0,0.4,0,1.6,1.2,0.3,0,1.4,0.4,1.9,1.3,0.5,1.2,0.7,1.1,1.4,1.1,0.8,0.8,C40-C41
Female,Melanoma of Skin,19,0,0,0,0,0,0.3,0,0.7,0,1.2,0.4,1,0.6,1.5,2.2,2.8,3.4,0.5,0.5,C43
Female,Other Skin,125,0,0,0.3,0,0.3,0.6,0,1.8,0.7,1.6,1.3,1.9,8.2,8.9,25.8,25.2,39.3,3.4,3.3,C44
Female,Mesothelioma,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.1,0,0,0.1,0.1,C45
Female,Kaposi sarcoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C46
Female,"Connective,Soft tissue",45,0,1.1,0,0.3,0.6,1,0.6,0.4,1.5,0.8,3.1,1.5,0,2.2,5.4,7,4.5,1.2,1.2,C47;C49
Female,Breast,1958,0,0,0,0.3,0.3,1.3,6.4,21.3,40.2,80.2,137.6,152.3,157.3,182.3,162.4,165.1,159.6,53.6,50,C50
Female,Vulva,12,0,0,0,0,0,0,0,0,0,0.4,0.4,0,1.2,1.5,1.1,5.6,1.1,0.3,0.3,C51
Female,Vagina,11,0,0.4,0,0,0,0,0,0,0,0.4,0,0.5,0.6,0.7,2.2,1.4,3.4,0.3,0.3,C52
Female,Cervix Uteri,399,0,0,0,0,0,0.3,2.2,3.2,13.1,16.3,19.2,27.3,31.6,31.7,31.2,61.5,38.2,10.9,10.1,C53
Female,Corpus Uteri,273,0,0,0,0,0,0,2.5,0.7,3.7,9.7,16.2,21.4,25.7,31.7,21.5,26.6,23.6,7.5,7,C54
Female,Uterus unspec.,50,0,0,0,0,0,0,0.6,0.4,1.5,2.3,2.2,1.5,5.3,5.9,1.1,7,6.7,1.4,1.3,C55
Female,Ovary,332,0,0,0,1.3,0.6,2.3,4.1,1.4,5.8,8.1,28,24.8,28.1,28.8,34.4,16.8,21.4,9.1,8.6,C56
Female,Other Female Genital,3,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,1.1,0.1,0.1,C57
Female,Placenta,6,0,0,0,0,0,0.3,0.3,0.7,0.7,0,0,0,0,0,0,0,0,0.2,0.1,C58
Female,Kidney,79,0,0.7,0,0,0,0,0.3,0.7,1.5,0.4,3.5,4.9,3.5,9.6,11.8,9.8,15.7,2.2,2.1,C64
Female,Renal Pelvis,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.1,1.4,0,0.1,0.1,C65
Female,Ureter,6,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2.2,1.4,2.2,0.2,0.2,C66
Female,Bladder,53,0,0,0,0,0,0,0,0,1.1,0,1.7,1,2.9,6.6,10.8,8.4,15.7,1.5,1.4,C67
Female,Other Urinary organs,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,C68
Female,Eye,5,0,0.4,0,0,0,0,0,0,0,0,0,0.5,0,0,1.1,0,2.2,0.1,0.1,C69
Female,"Brain, Nervous system",83,0,3.2,2.3,1.6,0.3,1.3,1.6,1.4,1.5,2.3,2.2,2.9,3.5,5.9,5.4,5.6,4.5,2.3,2.3,C70-C72
Female,Thyroid,124,0,0,0,0.6,0.9,1.6,3.2,5.3,6.2,4.7,7.9,3.9,5.3,4.4,9.7,2.8,9,3.4,3.1,C73
Female,Adrenal gland,3,0,0.4,0,0,0,0,0,0,0,0,0.4,0.5,0,0,0,0,0,0.1,0.1,C74
Female,Other Endocrine,3,0,0,0,0,0,0.3,0,0,0,0,0,0.5,0.6,0,0,0,0,0.1,0.1,C75
Female,Hodgkin disease,15,0,0,0,0.6,0.9,1,0,0.7,0,0.4,0,0,1.2,0.7,0,1.4,0,0.4,0.4,C81
Female,Non-Hodgkin lymphoma,176,0,0.4,1,1.3,1.6,1.9,2.5,2.1,3.7,3.5,3.5,11.7,11.7,13.3,19.4,28,18,4.8,4.6,C82-C85;C96
Female,Immunoproliferative dis.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C88
Female,Multiple Myeloma,24,0,0,0,0,0,0,0,0,0,0.4,0,1,2.3,3.7,6.5,5.6,2.2,0.7,0.7,C90
Female,Lymphoid Leukaemia,60,0,5.8,3.7,2.2,0.6,1,0,1.1,1.5,0.8,1.3,0.5,1.2,1.5,1.1,1.4,2.2,1.6,1.9,C91
Female,Myeloid Leukaemia,99,0,3.6,1.3,0.3,1.9,1.6,0.3,0.7,1.8,3.5,3.9,5.4,5.8,5.2,5.4,4.2,12.4,2.7,2.7,C92-C94
Female,Leukaemia unspec.,24,0,1.4,0.3,0.3,0.6,0,0,0.4,0.7,1.2,0.4,0.5,1.2,0,2.2,1.4,3.4,0.7,0.7,C95
Female,Other & unspecified,166,0,1.1,0,0.3,0,0.6,1,0.4,2.2,2.3,4.8,6.3,9.9,16.2,22.6,33.6,40.5,4.5,4.4,Other
Female,All sites Total,6085,0,19,10,12,12,20,33,53,101,174,297,360,448,534,642,799,911,166.7,157.8,All
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
