Gender,Site,All Ages (Number of cases),Age Unknown, 0-4, 5-9,10-,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Crude Rate,ASR (World Std),ICD 10th
Male,Melanoma of Skin,30,0,0,0,0,0,0.2,0,0.5,0.3,1,0.6,1,1.7,1,5.5,1.2,2.8,0.5,0.6,C43
Male,Other Skin,110,0,0,0,0,0,0.2,0.2,0.5,0.3,0.8,2.5,4.3,5.5,7.1,11,13.4,26.3,1.8,2.1,C44
Male,Mesothelioma,1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,C45
Male,Kaposi sarcoma,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.9,0,0,C46
Male,"Connective,Soft tissue",57,0,0.2,0,0.5,0.7,0.8,0.2,0.5,1.5,1.5,0.6,3.3,1.7,2.5,5.5,0,1.9,1,1,C47;C49
Male,Breast,11,0,0,0,0,0,0,0,0,0.5,0,0.3,0.7,0.4,1,1.6,0,0.9,0.2,0.2,C50
Male,Penis,26,0,0,0,0,0,0,0,0.8,0.3,1.3,1.1,1,0.8,1.5,1.6,2.4,0.9,0.4,0.5,C60
Male,Prostate,206,0,0,0,0,0,0,0,0,0,0,1.1,3.3,5.1,22.8,33.7,42.7,53.5,3.5,4.3,C61
Male,Testis,54,0,1.9,0.5,0.3,0.8,1.6,1.6,1.8,0.8,0.3,0.6,1,0.4,0,0,1.2,0,0.9,0.9,C62
Male,Other male genital,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,C63
Male,Kidney,67,0,0.9,0,0,0,0,0,0.3,0.3,1.3,1.4,3.3,2.9,4.6,7.8,13.4,2.8,1.1,1.3,C64
Male,Renal Pelvis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C65
Male,Ureter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C66
Male,Bladder,95,0,0,0,0,0,0,0,0,0.5,0.5,1.9,3,5.5,8.1,8.6,22,16,1.6,1.9,C67
Male,Other Urinary organs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C68
Male,Eye,9,0,1.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,C69
Male,"Brain, Nervous system",96,0,0.9,2.2,1.5,0.7,1.2,0.5,1,2,2.3,1.9,2.6,1.3,3.6,4.7,3.7,0.9,1.6,1.6,C70-C72
Male,Thyroid,41,0,0,0,0.2,0.2,0,0.7,0,0.8,0.8,0.8,1.3,3.4,3,3.1,3.7,1.9,0.7,0.8,C73
Male,Adrenal gland,9,0,0.9,0.3,0,0,0,0,0,0.3,0,0,0,0,0.5,0,0,0,0.2,0.2,C74
Male,Other Endocrine,11,0,0.5,0,0.5,0.5,0,0,0,0.3,0,0.3,0,0,0,0,0,0,0.2,0.2,C75
Male,Hodgkin disease,49,0,0.2,0.8,0.2,0.3,1.2,1.4,1,0.3,1.8,0.6,0.7,0.8,1,1.6,3.7,2.8,0.8,0.9,C81
Male,Non-Hodgkin lymphoma,310,0,0.7,1.6,1,2,2.4,2.1,2.9,2,5.6,5.5,12.5,12.6,23.4,26.7,29.3,22.5,5.2,5.7,C82-C85;C96
Male,Immunoproliferative dis.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C88
Male,Multiple Myeloma,38,0,0,0,0,0,0,0,0.3,0,0.5,1.4,1.6,3.4,2.5,3.9,2.4,4.7,0.6,0.7,C90
Male,Lymphoid Leukaemia,96,0,4.8,1.6,2.4,0.5,0.8,0.5,0.8,1,0,0.3,2,2.1,1.5,2.4,7.3,2.8,1.6,1.7,C91
Male,Myeloid Leukaemia,121,0,1.2,0.5,0.8,0.7,1.6,1.4,1,2.8,1.8,2.5,4.3,4.2,7.1,9.4,3.7,4.7,2,2.2,C92-C94
Male,Leukaemia unspec.,31,0,1,0,0.2,0.2,0.4,0.2,0,0.5,0,0.6,1.3,1.3,1,1.6,2.4,2.8,0.5,0.6,C95
Male,Other & unspecified,73,0,0,0,0,0,0.2,0.2,0.5,0.8,1.3,1.9,4,3.4,4.1,7.8,8.5,8.5,1.2,1.4,Other
Male,All sites Total,4549,0,14,8,11,11,16,18,30,50,70,101,161,220,326,446,515,497,76.4,85.7,All
Female,Lip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C00
Female,Tongue,30,0,0,0,0,0,0,0.5,0.3,0.8,0.6,0.3,1.5,1.4,1.8,1.6,4.7,4,0.5,0.6,C01-C02
Female,Mouth,30,0,0,0,0,0,0,0.2,0.3,0.3,0.3,0.9,0.4,2.8,0.6,3.3,4.7,5.6,0.5,0.6,C03-C06
Female,Salivary glands,44,0,0,0,0.3,0.3,0.2,0.5,0.5,1,1.4,1.2,1.5,1.9,2.4,2.4,5.9,1.6,0.8,0.8,C07-C08
Female,Tonsil,8,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.4,0,0,0,1.2,2.4,0.1,0.1,C09
Female,Other Oropharynx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C10
Female,Nasopharynx,258,0,0,0,0,1,2.3,2.1,5.3,7,9.1,11.8,13.9,10.2,14.1,13.8,7.1,6.4,4.5,4.8,C11
Female,Hypopharynx,4,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0,0.8,1.2,0,0.1,0.1,C12-C13
Female,Pharynx unspec.,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,C14
Female,Oesophagus,34,0,0,0,0,0,0,0,0,0.3,0.3,0.3,1.9,2.3,3.7,3.3,4.7,5.6,0.6,0.7,C15
Female,Stomach,195,0,0,0,0,0.2,0.2,0,0.8,0.8,1.9,4.7,7.2,11.6,22,21.1,28.4,28,3.4,4,C16
Female,Small intestine,2,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.6,0,0,0,0,0,C17
Female,Colon,275,0,0,0,0,0,0.2,0.2,2.4,2.1,3.6,6.8,7.9,25.1,17.7,26.8,39.1,40.8,4.8,5.4,C18
Female,Rectum,229,0,0,0,0,0,0.2,1.2,0.8,1.3,2.8,5.9,4.9,15.8,20.8,27.6,30.8,36,4,4.6,C19-C20
Female,Anus,5,0,0,0,0,0,0,0,0,0.3,0.3,0,0.4,0.5,0.6,0,0,0,0.1,0.1,C21
Female,Liver,88,0,0.7,0,0,0,0.2,0,1.1,0.8,1.9,2.5,2.3,4.6,9.8,10.6,7.1,8,1.5,1.8,C22
Female,Gallbladder etc.,52,0,0,0,0,0,0,0,0.5,0.3,0,0.9,1.9,2.8,3.1,9.8,5.9,10.4,0.9,1.1,C23-C24
Female,Pancreas,51,0,0,0,0,0,0,0,0,0,1.4,0.6,4.5,3.7,5.5,2.4,3.6,7.2,0.9,1,C25
Female,"Nose, sinuses etc.",12,0,0,0,0,0,0.2,0,0,0,0.8,0,0.8,0.9,0,0,3.6,0.8,0.2,0.2,C30-C31
Female,Larynx,19,0,0,0,0,0,0,0,0,0,0,0.9,0.4,0.5,2.4,4.9,2.4,1.6,0.3,0.4,C32
Female,"Trachea,Bronchus,Lung",347,0,0,0,0,0.2,0.4,0.2,1.1,2.1,3.9,6.8,14.3,20.9,42.8,53.7,45,30.4,6,7.3,C33-C34
Female,Other Thoracic organs,12,0,0,0,0,0.2,0.2,0,0,0.5,0,0,0.8,0,1.8,1.6,0,0.8,0.2,0.2,C37-C38
Female,Bone,31,0,0,0,0.5,1,0.8,0.5,1.1,0.5,0.6,0.3,1.1,0,1.2,0,1.2,0.8,0.5,0.5,C40-C41
Female,Melanoma of Skin,24,0,0.2,0,0,0.2,0,0.2,0.3,0.3,1.1,0,0.4,1.4,1.2,2.4,2.4,3.2,0.4,0.5,C43
Female,Other Skin,90,0,0,0,0,0.2,0,0.2,0,0.5,0.8,1.2,3,2.8,5.5,9.8,15.4,24.8,1.6,1.8,C44
Female,Mesothelioma,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.8,1.2,0,0.1,0.1,C45
Female,Kaposi sarcoma,1,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,C46
Female,"Connective,Soft tissue",40,0,0.2,0.2,0.2,0.3,0.2,0.2,0.5,0.8,0.3,1.9,1.1,2.3,2.4,4.1,1.2,2.4,0.7,0.8,C47;C49
Female,Breast,1198,0,0,0,0,0.2,1,4.9,9.5,25.8,54.9,67.2,67.1,81.7,73.4,55.3,50.9,28.8,20.9,22.7,C50
Female,Vulva,20,0,0,0,0,0,0,0,0,0.3,0.6,0,0.8,1.4,2.4,2.4,0,4,0.3,0.4,C51
Female,Vagina,10,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.9,0,1.6,1.2,2.4,0.2,0.2,C52
Female,Cervix Uteri,640,0,0,0,0,0,0.8,1.4,7.2,19.6,23.8,34.8,36.2,31.6,33.6,30.1,47.3,26.4,11.2,12.1,C53
Female,Corpus Uteri,190,0,0,0,0,0,0.2,0.5,2.1,2.1,5,10.3,13.6,15.3,14.1,11.4,9.5,4.8,3.3,3.7,C54
Female,Uterus unspec.,21,0,0,0,0,0,0,0,0.3,0.3,0.6,1.2,2.3,1.9,1.2,0,1.2,0,0.4,0.4,C55
Female,Ovary,325,0,1.2,0.3,1.5,1,3.1,3.5,4.2,4.9,8.6,14.6,16.6,20.4,19.6,11.4,10.7,11.2,5.7,6.1,C56
Female,Other Female Genital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C57
Female,Placenta,13,0,0,0,0,0,0.2,0.9,0.3,1,0.3,0.6,0,0,0,0,0,0,0.2,0.2,C58
Female,Kidney,31,0,0.4,0,0,0.2,0.2,0.2,0.3,0.5,0,1.2,1.9,1.4,3.1,3.3,1.2,0.8,0.5,0.6,C64
Female,Renal Pelvis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C65
Female,Ureter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C66
Female,Bladder,29,0,0,0,0,0,0,0,0.3,0,0,0.3,1.5,0.9,1.2,8.1,3.6,4.8,0.5,0.6,C67
Female,Other Urinary organs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C68
Female,Eye,11,0,1.4,0.2,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0.2,0.2,C69
Female,"Brain, Nervous system",89,0,0.9,1.5,1.2,1,0.6,0.5,0.8,1.8,2.2,1.6,3.8,4.6,3.7,4.1,1.2,1.6,1.6,1.6,C70-C72
Female,Thyroid,161,0,0,0,0.3,1.2,1,2.6,2.9,2.6,5,5.6,9,8.8,4.9,15.4,7.1,2.4,2.8,3,C73
Female,Adrenal gland,8,0,0.5,0.3,0,0,0,0,0,0.3,0.3,0,0,0,0.6,0,0,0,0.1,0.2,C74
Female,Other Endocrine,1,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,C75
Female,Hodgkin disease,33,0,0,0.2,0.2,0.7,1.4,0.9,1.1,1,0.3,0.3,0.8,0,0.6,0,2.4,0.8,0.6,0.6,C81
Female,Non-Hodgkin lymphoma,222,0,0.4,0.6,1,1.7,1.4,1.2,1.9,1.8,5.3,4.7,9.4,15.8,13.5,21.1,18.9,13.6,3.9,4.3,C82-C85;C96
Female,Immunoproliferative dis.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C88
Female,Multiple Myeloma,37,0,0,0,0,0,0,0,0,0.8,0.3,0.9,2.3,2.3,7.3,4.1,1.2,0.8,0.6,0.8,C90
Female,Lymphoid Leukaemia,72,0,6.3,1.5,0.8,0.3,0,0,0,0.3,0.6,0.6,1.5,0.9,0,3.3,1.2,3.2,1.3,1.4,C91
Female,Myeloid Leukaemia,103,0,1.1,1,1,0.3,1.4,1.6,0.8,1.8,1.1,3.7,4.5,5.1,3.7,5.7,2.4,4,1.8,1.9,C92-C94
Female,Leukaemia unspec.,21,0,0.2,0.2,0.5,0.2,0.2,0,0,0.3,0.3,0,0.8,0.5,0.6,1.6,4.7,1.6,0.4,0.4,C95
Female,Other & unspecified,64,0,0.2,0,0,0,0.2,0.2,0.5,1,0.3,3.1,1.5,3.2,4.9,4.1,9.5,9.6,1.1,1.3,Other
Female,All sites Total,5185,0,14,6,7,10,16,24,48,86,140,199,244,309,350,384,391,342,90.4,100.2,All
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
