Gender,Site,All Ages (Number of cases),Age Unknown, 0-4, 5-9,10-,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Crude Rate,ASR (World Std),ICD 10th
Male,Pancreas,98,0,0,0,0,0,0,0.3,0,0,0.9,2.8,3.6,3.2,7.5,8.3,13.8,12.6,1.7,1.6,C25
Male,"Nose, sinuses etc.",32,0,0,0,0,0,0,0,0,0,0.9,0.8,0.9,1.8,2.7,0.6,1.6,7.1,0.6,0.5,C30-C31
Male,Larynx,87,0,0,0.2,0.2,0,0,0.3,0.3,0,0.6,0.8,2.7,3.2,8,13.3,8.9,7.9,1.5,1.5,C32
Male,"Trachea,Bronchus,Lung",788,0,0,0,0,0,0.8,0.5,1.2,2.1,4.8,12.7,19.3,29.5,57.2,90.2,110.9,121.3,13.7,13.1,C33-C34
Male,Other Thoracic organs,25,0,0,0,0,0,0.6,0.8,0.3,0,0.9,0.6,1.2,0.4,1.8,0.6,1.6,0.8,0.4,0.4,C37-C38
Male,Bone,53,0,0.2,0.3,0.5,1.4,1.6,1.6,0.3,0.6,0.9,0.3,0.9,1.4,1.8,1.3,1.6,2.4,0.9,0.9,C40-C41
Male,Melanoma of Skin,17,0,0,0,0,0,0.2,0,0,0.3,0,0,0.9,1.8,0.9,1.3,0.8,1.6,0.3,0.3,C43
Male,Other Skin,208,0,0,0,0,0.3,0.4,0.3,0.3,1.2,2.8,2.5,2.1,7.8,11.1,21.6,31.6,41,3.6,3.5,C44
Male,Mesothelioma,5,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,1.3,0,0.8,0.1,0.1,C45
Male,Kaposi sarcoma,1,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,C46
Male,"Connective,Soft tissue",15,0,0,0,0,0.3,0.2,0.5,0.3,0.3,0,0.3,0.3,0.7,0,1.3,0.8,0.8,0.3,0.3,C47;C49
Male,Breast,15,0,0,0,0,0,0,0,0,0,0.3,0.3,0.9,0.4,1.3,1.9,0.8,1.6,0.3,0.3,C50
Male,Penis,12,0,0,0.2,0,0,0,0,0,0,0,0.3,0.3,0.4,2.2,0.6,0.8,0.8,0.2,0.2,C60
Male,Prostate,325,0,0,0,0,0,0,0,0,0,0.6,0.3,4.5,7.1,17.3,36.8,70.5,81.1,5.7,5.4,C61
Male,Testis,36,0,0.2,0.2,0,0.3,0.8,1.6,2.4,1.5,0.6,0.6,0.9,0.4,0,0,0.8,0,0.6,0.6,C62
Male,Other male genital,6,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0,0,1.3,0.8,0,0.1,0.1,C63
Male,Kidney,94,0,0,0,0,0,0,0.3,0,0,2.8,1.7,3.3,3.9,6.7,11.4,8.9,8.7,1.6,1.6,C64
Male,Renal Pelvis,2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.8,0,0,0,C65
Male,Ureter,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0.1,0.1,C66
Male,Bladder,116,0,0,0,0,0,0,0,0,0.9,0.9,0.3,1.8,2.5,8.9,15.9,17.8,22.8,2,2,C67
Male,Other Urinary organs,5,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.9,0.6,0,0.8,0.1,0.1,C68
Male,Eye,6,0,0.2,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.8,2.4,0.1,0.1,C69
Male,"Brain, Nervous system",192,0,0.8,0.3,3,2.2,1.2,0.8,3.9,2.7,3.4,5.4,5.4,7.5,10.6,8.3,8.9,4.7,3.3,3.2,C70-C72
Male,Thyroid,42,0,0,0,0,0,0.8,0,0.6,1.2,0.6,0.3,1.5,3.2,2.2,0.6,2.4,4.7,0.7,0.7,C73
Male,Adrenal gland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,C74
Male,Other Endocrine,31,0,0,0,0,0.3,0.4,0.3,0,0.6,0.6,1.1,2.1,1.8,0.9,1.9,0.8,0,0.5,0.5,C75
Male,Hodgkin disease,23,0,0,0,0.3,0.5,0.2,0.5,0.3,0.3,0.6,0.6,0.9,1.1,0,0.6,0.8,0.8,0.4,0.4,C81
Male,Non-Hodgkin lymphoma,196,0,0.2,1,0.5,0.7,2,2.7,0.6,2.7,4.3,4.5,3.9,8.2,11.5,17.8,13.8,10.2,3.4,3.3,C82-C85;C96
Male,Immunoproliferative dis.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,C88
Male,Multiple Myeloma,18,0,0,0,0,0,0,0,0,0,0,0.8,0.6,1.4,1.8,1.9,0,1.6,0.3,0.3,C90
Male,Lymphoid Leukaemia,64,0,4.4,2.1,1.3,1.4,0.4,0.8,0,0.3,0.6,0,0,0,0,1.3,3.2,0.8,1.1,1.2,C91
Male,Myeloid Leukaemia,58,0,0.6,1,0.8,0.9,0.6,0.8,0.6,0.3,0.9,1.1,0.3,2.1,2.7,4.4,1.6,0.8,1,1,C92-C94
Male,Leukaemia unspec.,25,0,0.6,0.2,0.2,0.2,0.4,0.5,0,0,0.3,0.3,1.2,0.7,0.9,0,1.6,2.4,0.4,0.4,C95
Male,Other & unspecified,51,0,0,0,0,0.2,0,0,0,0.6,0.6,0.8,0.9,2.1,2.7,7,6.5,7.1,0.9,0.9,Other
Male,All sites Total,4465,0,8,6,7,10,12,19,20,37,62,89,115,193,279,404,476,525,77.9,74.7,All
Female,Lip,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.1,0,C00
Female,Tongue,46,0,0,0,0,0,0,0.3,0.3,0.6,1.9,0.9,1.2,2.1,3.5,3.2,3.6,2.5,0.8,0.7,C01-C02
Female,Mouth,70,0,0,0,0.2,0,0,0,0,0.6,0.3,1.1,0.9,2.1,6.1,5,11.4,9.5,1.2,1.1,C03-C06
Female,Salivary glands,18,0,0,0.2,0,0.2,0,0,0,0.6,0.6,0.9,0.3,0.7,1.3,0.6,1.4,0,0.3,0.3,C07-C08
Female,Tonsil,3,0,0,0,0,0,0,0,0,0,0.3,0,0,0.4,0,0,0.7,0,0.1,0,C09
Female,Other Oropharynx,6,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.9,0.6,0,1.3,0.1,0.1,C10
Female,Nasopharynx,141,0,0,0,0,0.5,0.9,0,1.2,1.5,4.4,4.9,6.5,7.1,10.4,6.9,5.7,5,2.5,2.3,C11
Female,Hypopharynx,9,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.4,1.3,0,1.9,0.2,0.1,C12-C13
Female,Pharynx unspec.,2,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0,0,0,0,0,0,C14
Female,Oesophagus,47,0,0,0,0,0,0,0,0,0.3,0.3,0.6,1.2,1.8,3.9,2.5,3.6,10.1,0.8,0.7,C15
Female,Stomach,121,0,0,0,0,0,0,0.6,0.9,0.6,2.2,2.9,2.2,5.3,7.4,8.2,6.4,22.1,2.1,1.9,C16
Female,Small intestine,6,0,0,0,0,0,0,0,0.3,0,0,0,0.6,0,0,0.6,0,1.3,0.1,0.1,C17
Female,Colon,287,0,0,0,0,0.2,0.4,1.7,1.8,2.1,2.5,6.3,8,12.7,16.9,18.3,29.9,39.1,5,4.5,C18
Female,Rectum,240,0,0,0,0,0,0.2,0.3,1.8,3,1.7,2,7.1,11.7,15.2,19.6,28.5,29.7,4.2,3.7,C19-C20
Female,Anus,5,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0,0,0.7,1.3,0.1,0.1,C21
Female,Liver,73,0,0,0,0,0.3,0,0.6,0.3,0.6,0.3,1.1,1.2,3.2,4.3,6.9,7.8,10.1,1.3,1.1,C22
Female,Gallbladder etc.,49,0,0,0,0,0,0,0,0,0.3,0.3,0.6,1.2,3.2,3.9,2.5,6.4,6.3,0.9,0.7,C23-C24
Female,Pancreas,98,0,0,0,0,0,0,0.3,0,0.9,0.8,1.4,2.5,5.3,7.4,8.2,11.4,10.7,1.7,1.5,C25
Female,"Nose, sinuses etc.",15,0,0,0,0.2,0,0,0,0,0,0,0.3,0.3,1.1,0.4,1.3,2.1,1.9,0.3,0.2,C30-C31
Female,Larynx,8,0,0,0,0,0,0,0,0.3,0,0,0.3,0.9,0.4,0,0.6,0,0.6,0.1,0.1,C32
Female,"Trachea,Bronchus,Lung",299,0,0,0,0,0,0.2,0.8,0.6,2.4,5,7.7,8.3,11,16,27.1,34.2,34.1,5.2,4.7,C33-C34
Female,Other Thoracic organs,7,0,0,0,0.3,0,0.2,0,0,0.3,0,0.3,0,0.4,0,0,0.7,0,0.1,0.1,C37-C38
Female,Bone,50,0,0,0.2,1,0.5,0.6,0,0,0.6,0.3,0.3,1.2,1.1,3.9,3.8,5,2.5,0.9,0.8,C40-C41
Female,Melanoma of Skin,13,0,0,0,0,0,0,0,0,0.3,0.6,0,0.3,0.7,0.9,1.3,0,1.9,0.2,0.2,C43
Female,Other Skin,163,0,0,0.2,0,0,0.4,0.3,0.6,0.3,1.4,1.7,3.1,5.3,6.1,15.8,17.1,36,2.9,2.5,C44
Female,Mesothelioma,4,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0.7,0,0,0,0,0.1,0.1,C45
Female,Kaposi sarcoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C46
Female,"Connective,Soft tissue",11,0,0.2,0,0,0.2,0,0,0,0.3,0.8,0,0.6,0,0,0.6,0.7,0.6,0.2,0.2,C47;C49
Female,Breast,1809,0,0,0,0,0,0.9,4.2,15.3,34.2,53.4,87.4,97.4,111,82.7,85.2,61.9,52.4,31.8,29.3,C50
Female,Vulva,14,0,0,0,0,0,0,0,0,0,0,0.3,1.5,0.4,0.4,1.3,0,2.5,0.2,0.2,C51
Female,Vagina,14,0,0,0,0.2,0,0,0,0,0,0,0,0,0.7,2.6,0.6,1.4,1.3,0.2,0.2,C52
Female,Cervix Uteri,380,0,0,0,0,0,0,0.8,2.7,5.2,8.5,14.6,20,16.6,19.1,27.8,25.6,20.8,6.7,6.1,C53
Female,Corpus Uteri,190,0,0,0,0,0,0,0.3,0.9,2.4,3,5.4,11.4,9.9,14.3,15.1,10,7.6,3.3,3.1,C54
Female,Uterus unspec.,90,0,0,0,0,0,0.4,0.6,1.2,0,1.4,2.6,6.1,4.2,4.8,4.4,9.3,3.2,1.6,1.4,C55
Female,Ovary,359,0,0,0,0.2,1.5,2.4,4.2,4,3.9,7.2,16,17.8,19.8,14.7,17.7,14.2,12,6.3,5.9,C56
Female,Other Female Genital,4,0,0,0,0,0,0,0,0,0.3,0,0.3,0.3,0,0,0,0,0.6,0.1,0.1,C57
Female,Placenta,9,0,0,0,0,0,0.4,0.8,0.3,0,0.3,0.3,0,0,0.4,0,0,0,0.2,0.2,C58
Female,Kidney,44,0,0.9,0,0,0,0,0,0,0.6,0,1.4,1.2,2.1,2.6,2.5,2.1,6.3,0.8,0.7,C64
Female,Renal Pelvis,1,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,C65
Female,Ureter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C66
Female,Bladder,28,0,0,0,0,0,0,0,0,0,0,0,0,1.1,2.2,1.9,6.4,5,0.5,0.4,C67
Female,Other Urinary organs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C68
Female,Eye,5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,1.3,0.1,0.1,C69
Female,"Brain, Nervous system",204,0,1.5,2.1,2.2,0.9,1.5,1.4,2.4,5.2,3.9,7.1,8,8.5,6.5,8.2,3.6,5,3.6,3.4,C70-C72
Female,Thyroid,149,0,0,0,0.5,0.5,1.9,2.3,3.1,2.4,3,6.3,5.2,6.4,7.8,8.2,2.8,3.2,2.6,2.5,C73
Female,Adrenal gland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C74
Female,Other Endocrine,16,0,0,0,0,0.2,0,0,0,0.3,0.3,0.6,2.2,0.7,0.4,0.6,0,0,0.3,0.3,C75
Female,Hodgkin disease,23,0,0,0,0,0.5,1.3,0.8,0.6,0,0.6,0.9,1.2,0,0,0,0,0,0.4,0.4,C81
Female,Non-Hodgkin lymphoma,150,0,0,0.2,0.5,0,1.3,1.7,0.9,3,1.7,4.6,7.1,6,8.7,8.2,8.5,8.8,2.6,2.4,C82-C85;C96
Female,Immunoproliferative dis.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C88
Female,Multiple Myeloma,22,0,0,0,0,0,0,0,0,0,0.6,0,1.2,1.8,1.3,3.2,0.7,1.3,0.4,0.4,C90
Female,Lymphoid Leukaemia,43,0,2.4,1.6,1,1,0.4,0.6,0.3,0,0,0.3,0,0.4,0.4,0.6,0.7,0.6,0.8,0.8,C91
Female,Myeloid Leukaemia,91,0,0.4,1.1,0.3,1.2,0.2,1.4,1.2,3,2.2,2.3,2.5,3.9,2.6,1.3,5,2.5,1.6,1.5,C92-C94
Female,Leukaemia unspec.,17,0,0.6,0,0,0.2,0,0.3,0.3,0.6,0,0.3,0.3,1.1,0,0.6,0.7,1.3,0.3,0.3,C95
Female,Other & unspecified,48,0,0,0.2,0,0,0.2,0.3,0.6,0.6,1.1,0.6,0.6,2.8,3.5,3.2,2.1,5.7,0.8,0.8,Other
Female,All sites Total,5504,0,6,6,7,8,14,25,42,78,111,185,233,274,284,326,333,372,96.6,88.5,All
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
